機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"6,954",-362,26,21,1/148.0,1/267.5,1/331.1
マイジャグラーV,1002,"3,472",-397,12,8,1/173.6,1/289.3,1/434.0
マイジャグラーV,1003,"9,028","+2,197",42,32,1/122.0,1/215.0,1/282.1
マイジャグラーV,1004,"7,887","+1,335",31,28,1/133.7,1/254.4,1/281.7
マイジャグラーV,1005,"1,418",-815,4,1,1/283.6,1/354.5,1/1418.0
マイジャグラーV,1006,"3,900",-621,13,7,1/195.0,1/300.0,1/557.1
マイジャグラーV,1007,"2,776","-1,265",6,6,1/231.3,1/462.7,1/462.7
マイジャグラーV,1008,"7,714","+4,191",40,31,1/108.6,1/192.8,1/248.8
マイジャグラーV,1009,"6,901",+379,30,18,1/143.8,1/230.0,1/383.4
マイジャグラーV,1010,"8,750","+1,897",34,40,1/118.2,1/257.4,1/218.8
マイジャグラーV,1011,"4,202",-712,16,9,1/168.1,1/262.6,1/466.9
マイジャグラーV,1012,"7,573",-256,28,18,1/164.6,1/270.5,1/420.7
マイジャグラーV,1013,"4,323",-432,14,13,1/160.1,1/308.8,1/332.5
マイジャグラーV,1014,"8,149","+1,724",38,21,1/138.1,1/214.4,1/388.0
マイジャグラーV,1015,"8,703","+1,385",36,26,1/140.4,1/241.8,1/334.7
マイジャグラーV,1016,"6,488","+4,074",40,19,1/110.0,1/162.2,1/341.5
マイジャグラーV,1017,"7,548","+1,844",36,20,1/134.8,1/209.7,1/377.4
マイジャグラーV,1018,"6,631",-921,20,22,1/157.9,1/331.6,1/301.4
マイジャグラーV,1019,"4,441","-1,053",11,15,1/170.8,1/403.7,1/296.1
マイジャグラーV,1020,"7,010",-9,24,30,1/129.8,1/292.1,1/233.7
マイジャグラーV,1021,"6,855","+1,712",33,20,1/129.3,1/207.7,1/342.8
マイジャグラーV,1022,"8,501","+2,532",36,35,1/119.7,1/236.1,1/242.9
マイジャグラーV,1023,"5,945",+171,23,18,1/145.0,1/258.5,1/330.3
マイジャグラーV,1024,"2,534",-735,8,6,1/181.0,1/316.8,1/422.3
マイジャグラーV,1025,"7,463","+1,747",33,30,1/118.5,1/226.2,1/248.8
マイジャグラーV,1026,"7,175",+547,28,18,1/156.0,1/256.2,1/398.6
マイジャグラーV,1027,"7,030",-315,26,17,1/163.5,1/270.4,1/413.5
マイジャグラーV,1028,"2,055","-1,382",2,3,1/411.0,1/1027.5,1/685.0
マイジャグラーV,1029,"7,012",-371,26,19,1/155.8,1/269.7,1/369.1
マイジャグラーV,1030,"2,750","-1,324",6,5,1/250.0,1/458.3,1/550.0
マイジャグラーV,1031,"7,999",+597,30,25,1/145.4,1/266.6,1/320.0
マイジャグラーV,1032,"6,032",-618,22,14,1/167.6,1/274.2,1/430.9
マイジャグラーV,1033,"4,205","-2,074",9,6,1/280.3,1/467.2,1/700.8
マイジャグラーV,1034,"6,480","-1,324",20,16,1/180.0,1/324.0,1/405.0
マイジャグラーV,1035,"3,166",-429,8,15,1/137.7,1/395.8,1/211.1
マイジャグラーV,1036,"5,369",-468,19,13,1/167.8,1/282.6,1/413.0
マイジャグラーV,1037,"8,458",+382,35,21,1/151.0,1/241.7,1/402.8
マイジャグラーV,1038,"7,957","+1,453",33,25,1/137.2,1/241.1,1/318.3
マイジャグラーV,1039,"7,039",+856,26,26,1/135.4,1/270.7,1/270.7
マイジャグラーV,1040,"9,038","+2,921",40,38,1/115.9,1/225.9,1/237.8
マイジャグラーV,1041,"5,467",+371,23,14,1/147.8,1/237.7,1/390.5
マイジャグラーV,1042,"5,647",+650,26,12,1/148.6,1/217.2,1/470.6
マイジャグラーV,1043,"9,038","+1,668",36,39,1/120.5,1/251.1,1/231.7
マイジャグラーV,1044,"4,256","-1,382",10,14,1/177.3,1/425.6,1/304.0
マイジャグラーV,1045,"9,689","+2,674",38,43,1/119.6,1/255.0,1/225.3
マイジャグラーV,1046,"8,535","+2,832",34,43,1/110.8,1/251.0,1/198.5
マイジャグラーV,1047,"3,008",-132,10,8,1/167.1,1/300.8,1/376.0
マイジャグラーV,1048,"3,677",-626,14,7,1/175.1,1/262.6,1/525.3
マイジャグラーV,1049,"6,943",-912,25,17,1/165.3,1/277.7,1/408.4
マイジャグラーV,1050,"4,953","-2,232",11,12,1/215.3,1/450.3,1/412.8
マイジャグラーV,1069,"7,230",-771,23,22,1/160.7,1/314.3,1/328.6
マイジャグラーV,1070,"1,908",-779,6,1,1/272.6,1/318.0,1/1908.0
マイジャグラーV,1071,"6,418",+559,27,18,1/142.6,1/237.7,1/356.6
マイジャグラーV,1072,"3,616","-1,265",8,11,1/190.3,1/452.0,1/328.7
マイジャグラーV,1073,"8,227",+559,27,39,1/124.7,1/304.7,1/210.9
マイジャグラーV,1074,"1,228",-815,3,0,1/409.3,1/409.3,1/0.0
マイジャグラーV,1075,"6,847",-488,22,21,1/159.2,1/311.2,1/326.0
マイジャグラーV,1076,"3,819","-1,841",9,7,1/238.7,1/424.3,1/545.6
マイジャグラーV,1077,"8,557","+2,709",38,32,1/122.2,1/225.2,1/267.4
マイジャグラーV,1078,"6,274",-641,22,18,1/156.8,1/285.2,1/348.6
マイジャグラーV,1079,"8,480","+1,876",35,34,1/122.9,1/242.3,1/249.4
マイジャグラーV,1080,"8,974","-2,515",24,26,1/179.5,1/373.9,1/345.2
マイジャグラーV,1081,"4,268",-841,14,9,1/185.6,1/304.9,1/474.2
マイジャグラーV,1082,"4,791","-1,571",12,16,1/171.1,1/399.2,1/299.4
マイジャグラーV,1083,"8,048",-829,29,23,1/154.8,1/277.5,1/349.9
マイジャグラーV,1084,"4,596","-1,735",11,13,1/191.5,1/417.8,1/353.5
マイジャグラーV,1085,"8,739","+1,809",36,35,1/123.1,1/242.8,1/249.7
マイジャグラーV,1086,"3,218",-815,10,8,1/178.8,1/321.8,1/402.2
マイジャグラーV,1087,"2,682",-865,8,4,1/223.5,1/335.2,1/670.5
マイジャグラーV,1088,"8,624","+2,744",38,34,1/119.8,1/226.9,1/253.6
マイジャグラーV,1089,"5,791",-150,21,16,1/156.5,1/275.8,1/361.9
マイジャグラーV,1090,"7,182","-1,371",17,27,1/163.2,1/422.5,1/266.0
マイジャグラーV,1091,"3,616",-971,12,3,1/241.1,1/301.3,1/1205.3
マイジャグラーV,1092,"6,505",-818,24,14,1/171.2,1/271.0,1/464.6
マイジャグラーV,1093,"4,592",-615,15,14,1/158.3,1/306.1,1/328.0
マイジャグラーV,1094,"4,130",-724,13,10,1/179.6,1/317.7,1/413.0
マイジャグラーV,1095,"4,122",-715,14,8,1/187.4,1/294.4,1/515.2
マイジャグラーV,1096,"5,301",-862,16,15,1/171.0,1/331.3,1/353.4
