機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"4,524",+315,20,10,1/150.8,1/226.2,1/452.4
マイジャグラーV,1002,"3,885",-421,14,9,1/168.9,1/277.5,1/431.7
マイジャグラーV,1003,"2,734",-309,10,7,1/160.8,1/273.4,1/390.6
マイジャグラーV,1004,"9,384","+2,356",40,35,1/125.1,1/234.6,1/268.1
マイジャグラーV,1005,"6,095","-1,100",17,17,1/179.3,1/358.5,1/358.5
マイジャグラーV,1006,"8,657","+6,526",55,33,1/98.4,1/157.4,1/262.3
マイジャグラーV,1007,"5,603",+900,28,9,1/151.4,1/200.1,1/622.6
マイジャグラーV,1008,"8,398",+997,36,25,1/137.7,1/233.3,1/335.9
マイジャグラーV,1009,"8,086","+1,324",35,25,1/134.8,1/231.0,1/323.4
マイジャグラーV,1010,"8,568",+453,32,30,1/138.2,1/267.8,1/285.6
マイジャグラーV,1011,"2,353","-1,500",4,5,1/261.4,1/588.2,1/470.6
マイジャグラーV,1012,"3,695",-126,13,11,1/154.0,1/284.2,1/335.9
マイジャグラーV,1013,"8,888","+2,674",37,40,1/115.4,1/240.2,1/222.2
マイジャグラーV,1014,"2,045",-38,9,3,1/170.4,1/227.2,1/681.7
マイジャグラーV,1015,"1,448",-285,5,2,1/206.9,1/289.6,1/724.0
マイジャグラーV,1016,"8,535","+1,394",40,18,1/147.2,1/213.4,1/474.2
マイジャグラーV,1017,"6,226",+500,25,18,1/144.8,1/249.0,1/345.9
マイジャグラーV,1018,"1,496",-726,3,4,1/213.7,1/498.7,1/374.0
マイジャグラーV,1019,"8,119","+1,985",34,30,1/126.9,1/238.8,1/270.6
マイジャグラーV,1020,"6,087",+450,25,21,1/132.3,1/243.5,1/289.9
マイジャグラーV,1021,"2,196",-818,6,4,1/219.6,1/366.0,1/549.0
マイジャグラーV,1022,"6,499",-368,22,19,1/158.5,1/295.4,1/342.1
マイジャグラーV,1023,"1,900",-315,6,4,1/190.0,1/316.7,1/475.0
マイジャグラーV,1024,"2,284",-356,7,5,1/190.3,1/326.3,1/456.8
マイジャグラーV,1025,"8,159","+3,235",38,35,1/111.8,1/214.7,1/233.1
マイジャグラーV,1026,"3,199",-262,12,10,1/145.4,1/266.6,1/319.9
マイジャグラーV,1027,"3,703",+85,17,4,1/176.3,1/217.8,1/925.8
マイジャグラーV,1028,"8,502","+2,232",36,36,1/118.1,1/236.2,1/236.2
マイジャグラーV,1029,"5,421","+2,162",22,26,1/112.9,1/246.4,1/208.5
マイジャグラーV,1030,"5,972","-1,100",14,23,1/161.4,1/426.6,1/259.7
マイジャグラーV,1031,"3,604",-744,9,10,1/189.7,1/400.4,1/360.4
マイジャグラーV,1032,"6,868",+982,30,19,1/140.2,1/228.9,1/361.5
マイジャグラーV,1033,"5,283",-512,19,12,1/170.4,1/278.1,1/440.2
マイジャグラーV,1034,"1,439",-515,3,4,1/205.6,1/479.7,1/359.8
マイジャグラーV,1035,"7,124","+1,191",30,23,1/134.4,1/237.5,1/309.7
マイジャグラーV,1036,"1,245",-603,3,2,1/249.0,1/415.0,1/622.5
マイジャグラーV,1037,"7,799",+782,32,20,1/150.0,1/243.7,1/389.9
マイジャグラーV,1038,"1,686",-621,4,4,1/210.8,1/421.5,1/421.5
マイジャグラーV,1039,"6,059",-147,21,23,1/137.7,1/288.5,1/263.4
マイジャグラーV,1040,"4,670",+241,18,10,1/166.8,1/259.4,1/467.0
マイジャグラーV,1041,"6,202",+771,27,15,1/147.7,1/229.7,1/413.5
マイジャグラーV,1042,"2,080",-115,9,2,1/189.1,1/231.1,1/1040.0
マイジャグラーV,1043,"8,405","+2,974",37,39,1/110.6,1/227.2,1/215.5
マイジャグラーV,1044,"3,884",-662,11,13,1/161.8,1/353.1,1/298.8
マイジャグラーV,1045,"1,945",-279,7,2,1/216.1,1/277.9,1/972.5
マイジャグラーV,1046,"4,115","-1,406",9,11,1/205.8,1/457.2,1/374.1
マイジャグラーV,1047,"8,242",+935,31,26,1/144.6,1/265.9,1/317.0
マイジャグラーV,1048,"7,431","+1,368",33,23,1/132.7,1/225.2,1/323.1
マイジャグラーV,1049,"1,929","-1,418",2,4,1/321.5,1/964.5,1/482.2
マイジャグラーV,1050,"6,107","-1,500",19,12,1/197.0,1/321.4,1/508.9
マイジャグラーV,1069,"6,191","+1,135",29,12,1/151.0,1/213.5,1/515.9
マイジャグラーV,1070,"4,266",-150,11,23,1/125.5,1/387.8,1/185.5
マイジャグラーV,1071,"6,973",+644,30,19,1/142.3,1/232.4,1/367.0
マイジャグラーV,1072,"4,742",-850,16,13,1/163.5,1/296.4,1/364.8
マイジャグラーV,1073,"5,741","-1,862",13,20,1/174.0,1/441.6,1/287.1
マイジャグラーV,1074,"4,241","+1,229",22,9,1/136.8,1/192.8,1/471.2
マイジャグラーV,1075,"6,372","+1,312",31,14,1/141.6,1/205.5,1/455.1
マイジャグラーV,1076,"7,887","+1,053",31,28,1/133.7,1/254.4,1/281.7
マイジャグラーV,1077,"1,781",-474,6,1,1/254.4,1/296.8,1/1781.0
マイジャグラーV,1078,"8,243",+38,27,31,1/142.1,1/305.3,1/265.9
マイジャグラーV,1079,"7,586","+2,797",36,29,1/116.7,1/210.7,1/261.6
マイジャグラーV,1080,"6,275",+476,26,15,1/153.0,1/241.3,1/418.3
マイジャグラーV,1081,"4,808","-1,194",12,17,1/165.8,1/400.7,1/282.8
マイジャグラーV,1082,"3,590",-909,11,10,1/171.0,1/326.4,1/359.0
マイジャグラーV,1083,"4,294",-491,13,13,1/165.2,1/330.3,1/330.3
マイジャグラーV,1084,"3,722","-2,285",7,5,1/310.2,1/531.7,1/744.4
マイジャグラーV,1085,"5,690","-1,018",18,16,1/167.4,1/316.1,1/355.6
