台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
1001,"6,384","+1,756",30,18,1/133.0,1/212.8,1/354.7
1002,931,-491,2,2,1/232.8,1/465.5,1/465.5
1003,"8,421",+876,35,31,1/127.6,1/240.6,1/271.6
1004,"2,545",-938,7,8,1/169.7,1/363.6,1/318.1
1005,"5,361",+971,25,14,1/137.5,1/214.4,1/382.9
1006,833,-585,2,0,1/416.5,1/416.5,1/0.0
1007,"6,975",+265,27,20,1/148.4,1/258.3,1/348.8
1008,"1,742",-726,4,4,1/217.8,1/435.5,1/435.5
1009,"2,672",-179,11,4,1/178.1,1/242.9,1/668.0
1010,"3,828",-826,13,4,1/225.2,1/294.5,1/957.0
1011,"5,781",-394,23,12,1/165.2,1/251.3,1/481.8
1012,"4,666",-571,17,9,1/179.5,1/274.5,1/518.4
1013,"4,017","-1,453",12,7,1/211.4,1/334.8,1/573.9
1014,"1,422",-250,6,1,1/203.1,1/237.0,1/1422.0
1015,"7,075",+162,28,19,1/150.5,1/252.7,1/372.4
1016,"2,803",+568,14,5,1/147.5,1/200.2,1/560.6
1017,"5,449",+403,22,16,1/143.4,1/247.7,1/340.6
1018,"5,858",+332,23,17,1/146.4,1/254.7,1/344.6
1019,"3,573",-703,9,12,1/170.1,1/397.0,1/297.8
1020,"7,428",-618,25,21,1/161.5,1/297.1,1/353.7
1021,"4,980",+221,19,14,1/150.9,1/262.1,1/355.7
1022,"7,462",+697,30,26,1/133.2,1/248.7,1/287.0
1023,"7,577",+391,27,30,1/132.9,1/280.6,1/252.6
1024,"1,584","-1,053",2,5,1/226.3,1/792.0,1/316.8
1025,"3,844",+888,19,8,1/142.4,1/202.3,1/480.5
1026,"7,644","-1,359",24,18,1/182.0,1/318.5,1/424.7
1027,"2,537",-897,7,3,1/253.7,1/362.4,1/845.7
1028,"2,231",-609,7,4,1/202.8,1/318.7,1/557.8
1029,"6,960","+1,324",27,28,1/126.5,1/257.8,1/248.6
1030,543,-509,1,0,1/543.0,1/543.0,1/0.0
1031,"5,458",+771,26,12,1/143.6,1/209.9,1/454.8
1032,"3,533","-1,124",12,2,1/252.4,1/294.4,1/1766.5
1033,"3,784","-1,018",11,8,1/199.2,1/344.0,1/473.0
1034,"5,353",-876,13,22,1/152.9,1/411.8,1/243.3
1035,"1,075",-656,2,2,1/268.8,1/537.5,1/537.5
1036,"8,022",+44,29,27,1/143.2,1/276.6,1/297.1
1037,"7,692","+1,241",34,22,1/137.4,1/226.2,1/349.6
1038,935,-791,1,2,1/311.7,1/935.0,1/467.5
1039,"4,156",-585,14,13,1/153.9,1/296.9,1/319.7
1040,"1,829",-803,4,4,1/228.6,1/457.2,1/457.2
1041,"5,471",-250,19,17,1/152.0,1/287.9,1/321.8
1042,"3,779",-885,12,8,1/188.9,1/314.9,1/472.4
1043,"3,447",-550,11,8,1/181.4,1/313.4,1/430.9
1044,"5,238",+538,21,18,1/134.3,1/249.4,1/291.0
1045,"4,513",-468,16,12,1/161.2,1/282.1,1/376.1
1046,"7,416","+1,385",33,23,1/132.4,1/224.7,1/322.4
1047,"3,119","-1,218",9,5,1/222.8,1/346.6,1/623.8
1048,"5,299",+241,21,15,1/147.2,1/252.3,1/353.3
1049,"3,611",-309,14,7,1/172.0,1/257.9,1/515.9
1050,"2,825","-1,029",9,4,1/217.3,1/313.9,1/706.2
1069,"4,463",-591,15,10,1/178.5,1/297.5,1/446.3
1070,"1,614",-876,5,1,1/269.0,1/322.8,1/1614.0
1071,"7,062",-985,24,14,1/185.8,1/294.2,1/504.4
1072,"3,642",-368,13,6,1/191.7,1/280.2,1/607.0
1073,"4,148","-1,429",14,3,1/244.0,1/296.3,1/1382.7
1074,"6,002",+206,24,15,1/153.9,1/250.1,1/400.1
1075,"8,412","+3,000",39,35,1/113.7,1/215.7,1/240.3
1076,"6,161","+1,547",33,15,1/128.4,1/186.7,1/410.7
1077,"5,371","-1,171",16,14,1/179.0,1/335.7,1/383.6
1078,"2,946",-415,11,5,1/184.1,1/267.8,1/589.2
1079,"3,848",-662,11,15,1/148.0,1/349.8,1/256.5
1080,"6,524",-197,21,21,1/155.3,1/310.7,1/310.7
1081,"5,288","-1,735",12,15,1/195.9,1/440.7,1/352.5
1082,"4,369","-1,371",11,18,1/150.7,1/397.2,1/242.7
1083,"7,632","+1,615",30,36,1/115.6,1/254.4,1/212.0
1084,"4,556","-1,465",13,10,1/198.1,1/350.5,1/455.6
1085,"4,648","-1,347",12,13,1/185.9,1/387.3,1/357.5
1086,"3,438",+132,13,10,1/149.5,1/264.5,1/343.8
1087,"2,151",-674,7,3,1/215.1,1/307.3,1/717.0
1088,"3,470",-232,15,1,1/216.9,1/231.3,1/3470.0
1089,"3,020","-2,074",6,4,1/302.0,1/503.3,1/755.0
1090,"1,593",+285,8,0,1/199.1,1/199.1,1/0.0
1091,"7,714","+3,259",41,27,1/113.4,1/188.1,1/285.7
1092,"2,997",-679,8,9,1/176.3,1/374.6,1/333.0
1093,"5,554",+291,22,14,1/154.3,1/252.5,1/396.7
1094,"1,365","-1,476",0,2,1/682.5,1/0.0,1/682.5
1095,"4,131",-32,17,8,1/165.2,1/243.0,1/516.4
1096,"5,097",+465,20,14,1/149.9,1/254.8,1/364.1
1097,"2,144",-109,8,3,1/194.9,1/268.0,1/714.7
1098,"4,075","-1,029",14,7,1/194.0,1/291.1,1/582.1
1099,"4,876",-503,17,13,1/162.5,1/286.8,1/375.1
