機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"5,143","-1,041",18,9,1/190.5,1/285.7,1/571.4
マイジャグラーV,1002,"1,234","-1,053",1,2,1/411.3,1/1234.0,1/617.0
マイジャグラーV,1003,"8,796","+3,541",38,42,1/110.0,1/231.5,1/209.4
マイジャグラーV,1004,"5,388","+1,300",24,20,1/122.5,1/224.5,1/269.4
マイジャグラーV,1005,"5,540",+324,17,21,1/145.8,1/325.9,1/263.8
マイジャグラーV,1006,"1,714",-497,6,2,1/214.2,1/285.7,1/857.0
マイジャグラーV,1007,"4,006","-1,229",11,10,1/190.8,1/364.2,1/400.6
マイジャグラーV,1008,"7,344","+1,897",38,18,1/131.1,1/193.3,1/408.0
マイジャグラーV,1009,"3,534",-115,13,8,1/168.3,1/271.8,1/441.8
マイジャグラーV,1010,"4,216","-1,594",11,6,1/248.0,1/383.3,1/702.7
マイジャグラーV,1011,"4,052","-1,618",10,10,1/202.6,1/405.2,1/405.2
マイジャグラーV,1012,"7,080","+1,688",32,23,1/128.7,1/221.2,1/307.8
マイジャグラーV,1013,"2,249",-397,7,5,1/187.4,1/321.3,1/449.8
マイジャグラーV,1014,"8,704","+2,232",36,38,1/117.6,1/241.8,1/229.1
マイジャグラーV,1015,"6,181",+656,23,19,1/147.2,1/268.7,1/325.3
マイジャグラーV,1016,"1,630","-1,265",2,3,1/326.0,1/815.0,1/543.3
マイジャグラーV,1017,"3,597","-1,382",8,9,1/211.6,1/449.6,1/399.7
マイジャグラーV,1018,"8,667",-691,27,31,1/149.4,1/321.0,1/279.6
マイジャグラーV,1019,"2,458",-462,7,4,1/223.5,1/351.1,1/614.5
マイジャグラーV,1020,"4,943",-185,17,14,1/159.5,1/290.8,1/353.1
マイジャグラーV,1021,"3,188","-1,218",8,7,1/212.5,1/398.5,1/455.4
マイジャグラーV,1022,"3,988",+179,17,10,1/147.7,1/234.6,1/398.8
マイジャグラーV,1023,"2,689",-662,8,5,1/206.8,1/336.1,1/537.8
マイジャグラーV,1024,"6,918","+1,394",30,24,1/128.1,1/230.6,1/288.2
マイジャグラーV,1025,"6,794","+2,391",32,26,1/117.1,1/212.3,1/261.3
マイジャグラーV,1026,"3,476",-315,13,9,1/158.0,1/267.4,1/386.2
マイジャグラーV,1027,"8,953","+1,006",40,26,1/135.7,1/223.8,1/344.3
マイジャグラーV,1028,"3,291",+3,15,5,1/164.6,1/219.4,1/658.2
マイジャグラーV,1029,"6,767","+1,006",28,24,1/130.1,1/241.7,1/282.0
マイジャグラーV,1030,"3,725",+68,14,10,1/155.2,1/266.1,1/372.5
マイジャグラーV,1031,"7,344","+1,147",31,24,1/133.5,1/236.9,1/306.0
マイジャグラーV,1032,"4,166","-1,088",13,10,1/181.1,1/320.5,1/416.6
マイジャグラーV,1033,"9,017","+2,232",36,39,1/120.2,1/250.5,1/231.2
マイジャグラーV,1034,"3,888",+724,17,9,1/149.5,1/228.7,1/432.0
マイジャグラーV,1035,"8,765","+3,541",42,39,1/108.2,1/208.7,1/224.7
マイジャグラーV,1036,"1,469",-350,6,0,1/244.8,1/244.8,1/0.0
マイジャグラーV,1037,"7,909","+1,382",32,33,1/121.7,1/247.2,1/239.7
マイジャグラーV,1038,"5,107",-526,18,14,1/159.6,1/283.7,1/364.8
マイジャグラーV,1039,"3,218",-756,9,10,1/169.4,1/357.6,1/321.8
マイジャグラーV,1040,"7,986",-112,32,18,1/159.7,1/249.6,1/443.7
マイジャグラーV,1041,"4,098",-809,11,14,1/163.9,1/372.5,1/292.7
マイジャグラーV,1042,"7,239",+326,31,15,1/157.4,1/233.5,1/482.6
マイジャグラーV,1043,"1,949",-344,6,3,1/216.6,1/324.8,1/649.7
マイジャグラーV,1044,"5,439","-1,182",16,14,1/181.3,1/339.9,1/388.5
マイジャグラーV,1045,"4,352",+971,18,13,1/140.4,1/241.8,1/334.8
マイジャグラーV,1046,"8,811",-132,28,33,1/144.4,1/314.7,1/267.0
マイジャグラーV,1047,"4,192","-1,065",13,7,1/209.6,1/322.5,1/598.9
マイジャグラーV,1048,"5,085",-456,20,7,1/188.3,1/254.2,1/726.4
マイジャグラーV,1049,"6,209",-844,19,17,1/172.5,1/326.8,1/365.2
マイジャグラーV,1050,"1,789","-1,206",4,1,1/357.8,1/447.2,1/1789.0
マイジャグラーV,1069,"6,433",+468,27,17,1/146.2,1/238.3,1/378.4
マイジャグラーV,1070,"3,849",-279,13,11,1/160.4,1/296.1,1/349.9
マイジャグラーV,1071,"3,563",+571,17,7,1/148.5,1/209.6,1/509.0
マイジャグラーV,1072,"7,435",+394,29,25,1/137.7,1/256.4,1/297.4
マイジャグラーV,1073,"7,744","+2,215",37,24,1/127.0,1/209.3,1/322.7
マイジャグラーV,1074,"3,556",-347,13,10,1/154.6,1/273.5,1/355.6
マイジャグラーV,1075,"8,599","+4,191",47,32,1/108.8,1/183.0,1/268.7
マイジャグラーV,1076,"8,324","+2,515",43,19,1/134.3,1/193.6,1/438.1
マイジャグラーV,1077,"6,467",-232,27,11,1/170.2,1/239.5,1/587.9
マイジャグラーV,1078,"6,103","-1,053",14,28,1/145.3,1/435.9,1/218.0
マイジャグラーV,1079,"3,424",+115,15,5,1/171.2,1/228.3,1/684.8
マイジャグラーV,1080,"7,184","-1,347",21,21,1/171.0,1/342.1,1/342.1
マイジャグラーV,1081,"7,732","+3,471",42,25,1/115.4,1/184.1,1/309.3
マイジャグラーV,1082,"5,704",-488,20,16,1/158.4,1/285.2,1/356.5
マイジャグラーV,1083,"4,993",-785,17,11,1/178.3,1/293.7,1/453.9
マイジャグラーV,1084,"6,732",+68,23,25,1/140.2,1/292.7,1/269.3
マイジャグラーV,1085,"5,503",-85,22,10,1/172.0,1/250.1,1/550.3
マイジャグラーV,1086,"7,391",+491,30,19,1/150.8,1/246.4,1/389.0
マイジャグラーV,1087,"7,329",+735,27,30,1/128.6,1/271.4,1/244.3
マイジャグラーV,1088,"5,980",+415,22,23,1/132.9,1/271.8,1/260.0
マイジャグラーV,1089,"6,083",-921,18,19,1/164.4,1/337.9,1/320.2
マイジャグラーV,1090,"5,849",-444,19,12,1/188.7,1/307.8,1/487.4
マイジャグラーV,1091,"4,479","+1,147",23,8,1/144.5,1/194.7,1/559.9
マイジャグラーV,1092,"3,956",-65,17,7,1/164.8,1/232.7,1/565.1
マイジャグラーV,1093,"2,491",-782,7,5,1/207.6,1/355.9,1/498.2
マイジャグラーV,1094,"5,788","+1,712",28,17,1/128.6,1/206.7,1/340.5
マイジャグラーV,1095,"7,870","+3,118",38,29,1/117.5,1/207.1,1/271.4
マイジャグラーV,1096,"6,018","+3,071",32,22,1/111.4,1/188.1,1/273.5
マイジャグラーV,1097,"6,618",+638,29,17,1/143.9,1/228.2,1/389.3
マイジャグラーV,1098,"2,855","-1,335",6,7,1/219.6,1/475.8,1/407.9
マイジャグラーV,1099,"7,201",+397,31,16,1/153.2,1/232.3,1/450.1
モンスターハンターライズ,2059,"3,710","+4,868",69,19,1/42.2,1/53.8,1/195.3
モンスターハンターライズ,2060,510,+326,9,1,1/51.0,1/56.7,1/510.0
モンスターハンターライズ,2061,"1,710",-974,17,5,1/77.7,1/100.6,1/342.0
モンスターハンターライズ,2062,"1,506","-2,162",2,2,1/376.5,1/753.0,1/753.0
モンスターハンターライズ,2063,214,-226,1,1,1/107.0,1/214.0,1/214.0
モンスターハンターライズ,2064,"1,914","+1,629",36,8,1/43.5,1/53.2,1/239.2
モンスターハンターライズ,2065,623,-162,7,3,1/62.3,1/89.0,1/207.7
モンスターハンターライズ,2066,489,-179,5,3,1/61.1,1/97.8,1/163.0
モンスターハンターライズ,2067,"2,865","-1,618",23,9,1/89.5,1/124.6,1/318.3
モンスターハンターライズ,2068,782,-356,9,3,1/65.2,1/86.9,1/260.7
モンスターハンターライズ,2103,24,-32,0,0,1/0.0,1/0.0,1/0.0
モンスターハンターライズ,2104,"1,666",-603,15,5,1/83.3,1/111.1,1/333.2
モンスターハンターライズ,2105,249,-50,3,1,1/62.2,1/83.0,1/249.0
モンスターハンターライズ,2106,"2,018","-2,232",7,5,1/168.2,1/288.3,1/403.6
モンスターハンターライズ,2107,"3,099",-559,38,13,1/60.8,1/81.6,1/238.4
モンスターハンターライズ,2108,33,-50,0,0,1/0.0,1/0.0,1/0.0
モンスターハンターライズ,2109,36,-62,0,0,1/0.0,1/0.0,1/0.0
モンスターハンターライズ,2110,"3,185",+876,46,12,1/54.9,1/69.2,1/265.4
モンスターハンターライズ,2111,"3,334","+1,024",44,8,1/64.1,1/75.8,1/416.8
