機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"4,567","-1,947",10,11,1/217.5,1/456.7,1/415.2
マイジャグラーV,1002,"2,840",-944,6,7,1/218.5,1/473.3,1/405.7
マイジャグラーV,1003,"7,410",+641,29,22,1/145.3,1/255.5,1/336.8
マイジャグラーV,1004,"8,708",+841,36,27,1/138.2,1/241.9,1/322.5
マイジャグラーV,1005,"6,933",-203,23,20,1/161.2,1/301.4,1/346.6
マイジャグラーV,1006,"4,625","-1,665",9,13,1/210.2,1/513.9,1/355.8
マイジャグラーV,1007,"6,792","-1,924",20,17,1/183.6,1/339.6,1/399.5
マイジャグラーV,1008,"4,145",-668,12,13,1/165.8,1/345.4,1/318.8
マイジャグラーV,1009,"6,807",-809,19,27,1/148.0,1/358.3,1/252.1
マイジャグラーV,1010,"4,349",-912,13,9,1/197.7,1/334.5,1/483.2
マイジャグラーV,1011,"8,355","+2,797",41,29,1/119.4,1/203.8,1/288.1
マイジャグラーV,1012,"4,119",-441,13,14,1/152.6,1/316.8,1/294.2
マイジャグラーV,1013,"5,270",+115,23,10,1/159.7,1/229.1,1/527.0
マイジャグラーV,1014,"6,490",-721,19,19,1/170.8,1/341.6,1/341.6
マイジャグラーV,1015,"5,080",-485,20,9,1/175.2,1/254.0,1/564.4
マイジャグラーV,1016,"4,512",-421,15,12,1/167.1,1/300.8,1/376.0
マイジャグラーV,1017,"8,823","+2,462",41,32,1/120.9,1/215.2,1/275.7
マイジャグラーV,1018,"3,259",-432,10,8,1/181.1,1/325.9,1/407.4
マイジャグラーV,1019,"7,293","+1,135",32,20,1/140.2,1/227.9,1/364.6
マイジャグラーV,1020,"6,471","+1,229",29,19,1/134.8,1/223.1,1/340.6
マイジャグラーV,1021,"7,882",-182,30,24,1/146.0,1/262.7,1/328.4
マイジャグラーV,1022,"5,991",+332,24,16,1/149.8,1/249.6,1/374.4
マイジャグラーV,1023,"5,399",+3,19,14,1/163.6,1/284.2,1/385.6
マイジャグラーV,1024,"2,803",-371,11,4,1/186.9,1/254.8,1/700.8
マイジャグラーV,1025,"6,816",+885,26,24,1/136.3,1/262.2,1/284.0
マイジャグラーV,1026,"6,135","-1,759",17,17,1/180.4,1/360.9,1/360.9
マイジャグラーV,1027,"7,301",-679,24,21,1/162.2,1/304.2,1/347.7
マイジャグラーV,1028,"5,176",+182,20,13,1/156.8,1/258.8,1/398.2
マイジャグラーV,1029,"1,634",-712,4,3,1/233.4,1/408.5,1/544.7
マイジャグラーV,1030,"3,149",-909,9,7,1/196.8,1/349.9,1/449.9
マイジャグラーV,1031,"1,873",-994,4,3,1/267.6,1/468.2,1/624.3
マイジャグラーV,1032,"6,629","+1,206",31,10,1/161.7,1/213.8,1/662.9
マイジャグラーV,1033,"4,357","-1,606",10,10,1/217.8,1/435.7,1/435.7
マイジャグラーV,1034,"6,348",-668,21,19,1/158.7,1/302.3,1/334.1
マイジャグラーV,1035,"5,733",+297,23,18,1/139.8,1/249.3,1/318.5
マイジャグラーV,1036,"4,050","-2,109",9,9,1/225.0,1/450.0,1/450.0
マイジャグラーV,1037,"7,984",+441,29,32,1/130.9,1/275.3,1/249.5
マイジャグラーV,1038,"4,919",-697,18,11,1/169.6,1/273.3,1/447.2
マイジャグラーV,1039,"6,001",+735,22,26,1/125.0,1/272.8,1/230.8
マイジャグラーV,1040,"5,072","-1,006",14,18,1/158.5,1/362.3,1/281.8
マイジャグラーV,1041,"8,539",-362,30,26,1/152.5,1/284.6,1/328.4
マイジャグラーV,1042,"6,342",-979,23,15,1/166.9,1/275.7,1/422.8
マイジャグラーV,1043,"4,467","+1,500",23,14,1/120.7,1/194.2,1/319.1
マイジャグラーV,1044,"8,749",+924,32,39,1/123.2,1/273.4,1/224.3
マイジャグラーV,1045,"3,420","-1,029",10,8,1/190.0,1/342.0,1/427.5
マイジャグラーV,1046,"7,268",+115,29,22,1/142.5,1/250.6,1/330.4
マイジャグラーV,1047,"7,193",+500,26,27,1/135.7,1/276.7,1/266.4
マイジャグラーV,1048,"2,217","-1,088",6,2,1/277.1,1/369.5,1/1108.5
マイジャグラーV,1049,"3,063","-2,268",5,7,1/255.2,1/612.6,1/437.6
マイジャグラーV,1050,"7,036",-618,25,20,1/156.4,1/281.4,1/351.8
マイジャグラーV,1069,"5,460",-809,19,13,1/170.6,1/287.4,1/420.0
マイジャグラーV,1070,"3,961",-221,14,9,1/172.2,1/282.9,1/440.1
マイジャグラーV,1071,"6,867","+3,212",35,29,1/107.3,1/196.2,1/236.8
マイジャグラーV,1072,"5,533","-1,371",18,9,1/204.9,1/307.4,1/614.8
マイジャグラーV,1073,"8,121",+621,31,26,1/142.5,1/262.0,1/312.3
マイジャグラーV,1074,"3,734",-724,12,9,1/177.8,1/311.2,1/414.9
マイジャグラーV,1075,"3,833",+53,14,12,1/147.4,1/273.8,1/319.4
マイジャグラーV,1076,"8,034",+321,28,26,1/148.8,1/286.9,1/309.0
マイジャグラーV,1077,"4,432",-297,17,6,1/192.7,1/260.7,1/738.7
マイジャグラーV,1078,"9,349","+4,485",50,35,1/110.0,1/187.0,1/267.1
マイジャグラーV,1079,"9,062",+959,31,39,1/129.5,1/292.3,1/232.4
マイジャグラーV,1080,"9,070","+1,368",38,31,1/131.4,1/238.7,1/292.6
マイジャグラーV,1081,"6,225",-221,25,14,1/159.6,1/249.0,1/444.6
マイジャグラーV,1082,"8,009","+1,121",33,27,1/133.5,1/242.7,1/296.6
