機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"2,166",-432,8,3,1/196.9,1/270.8,1/722.0
マイジャグラーV,1002,"4,582","+1,288",22,11,1/138.8,1/208.3,1/416.5
マイジャグラーV,1003,"1,597",-853,3,3,1/266.2,1/532.3,1/532.3
マイジャグラーV,1004,"1,532",-603,4,5,1/170.2,1/383.0,1/306.4
マイジャグラーV,1005,"4,919",+450,20,15,1/140.5,1/245.9,1/327.9
マイジャグラーV,1006,"3,124",-897,9,10,1/164.4,1/347.1,1/312.4
マイジャグラーV,1007,"1,136",-721,2,2,1/284.0,1/568.0,1/568.0
マイジャグラーV,1008,933,-268,3,0,1/311.0,1/311.0,1/0.0
マイジャグラーV,1009,"3,423",-456,11,9,1/171.2,1/311.2,1/380.3
マイジャグラーV,1010,"1,093",-850,2,0,1/546.5,1/546.5,1/0.0
マイジャグラーV,1011,"2,638",-768,7,7,1/188.4,1/376.9,1/376.9
マイジャグラーV,1012,"6,934","-1,006",27,8,1/198.1,1/256.8,1/866.8
マイジャグラーV,1013,"5,126",+206,17,24,1/125.0,1/301.5,1/213.6
マイジャグラーV,1014,"1,086",-885,1,1,1/543.0,1/1086.0,1/1086.0
マイジャグラーV,1015,"5,010",-244,17,16,1/151.8,1/294.7,1/313.1
マイジャグラーV,1016,"6,279","+1,018",28,18,1/136.5,1/224.2,1/348.8
マイジャグラーV,1017,"5,520",+62,21,19,1/138.0,1/262.9,1/290.5
マイジャグラーV,1018,"5,531","+1,794",26,23,1/112.9,1/212.7,1/240.5
マイジャグラーV,1019,"1,209",-432,3,3,1/201.5,1/403.0,1/403.0
マイジャグラーV,1020,"7,357","+1,065",32,21,1/138.8,1/229.9,1/350.3
マイジャグラーV,1021,"2,667",-356,10,4,1/190.5,1/266.7,1/666.8
マイジャグラーV,1022,"3,191","-1,029",9,8,1/187.7,1/354.6,1/398.9
マイジャグラーV,1023,"6,239","-1,382",20,15,1/178.3,1/311.9,1/415.9
マイジャグラーV,1024,"3,540",+79,12,14,1/136.2,1/295.0,1/252.9
マイジャグラーV,1025,"2,671",-935,5,8,1/205.5,1/534.2,1/333.9
マイジャグラーV,1026,"8,057",-253,26,27,1/152.0,1/309.9,1/298.4
マイジャグラーV,1027,"7,348","+1,968",37,18,1/133.6,1/198.6,1/408.2
マイジャグラーV,1028,758,-38,3,1,1/189.5,1/252.7,1/758.0
マイジャグラーV,1029,"5,771",+138,22,19,1/140.8,1/262.3,1/303.7
マイジャグラーV,1030,"3,432",+700,17,8,1/137.3,1/201.9,1/429.0
マイジャグラーV,1031,"2,769",-409,8,9,1/162.9,1/346.1,1/307.7
マイジャグラーV,1032,"4,920",-253,20,8,1/175.7,1/246.0,1/615.0
マイジャグラーV,1033,"1,934","-1,100",4,3,1/276.3,1/483.5,1/644.7
マイジャグラーV,1034,"4,236",+197,18,15,1/128.4,1/235.3,1/282.4
マイジャグラーV,1035,"6,312","-1,053",23,11,1/185.6,1/274.4,1/573.8
マイジャグラーV,1036,"1,420","-1,229",0,3,1/473.3,1/0.0,1/473.3
マイジャグラーV,1037,"2,939",-9,11,11,1/133.6,1/267.2,1/267.2
マイジャグラーV,1038,"8,434","+3,094",41,31,1/117.1,1/205.7,1/272.1
マイジャグラーV,1039,"4,942","+1,862",28,11,1/126.7,1/176.5,1/449.3
マイジャグラーV,1040,"5,650",-53,20,13,1/171.2,1/282.5,1/434.6
マイジャグラーV,1041,"8,233","-1,041",26,23,1/168.0,1/316.7,1/358.0
マイジャグラーV,1042,"8,023",+994,29,33,1/129.4,1/276.7,1/243.1
マイジャグラーV,1043,"4,296",-597,12,15,1/159.1,1/358.0,1/286.4
マイジャグラーV,1044,"3,968",-879,13,5,1/220.4,1/305.2,1/793.6
マイジャグラーV,1045,"2,105",-632,7,2,1/233.9,1/300.7,1/1052.5
マイジャグラーV,1046,"1,385",-215,5,2,1/197.9,1/277.0,1/692.5
マイジャグラーV,1047,"7,040",-300,24,25,1/143.7,1/293.3,1/281.6
マイジャグラーV,1048,"8,277","+1,900",30,45,1/110.4,1/275.9,1/183.9
マイジャグラーV,1049,"3,180",-838,7,10,1/187.1,1/454.3,1/318.0
マイジャグラーV,1050,"3,225",+91,13,10,1/140.2,1/248.1,1/322.5
マイジャグラーV,1069,"6,090",+226,25,15,1/152.2,1/243.6,1/406.0
マイジャグラーV,1070,"2,031",-244,8,3,1/184.6,1/253.9,1/677.0
マイジャグラーV,1071,"4,906","-1,606",13,14,1/181.7,1/377.4,1/350.4
マイジャグラーV,1072,"8,647","+2,303",34,39,1/118.5,1/254.3,1/221.7
マイジャグラーV,1073,"2,237",-856,6,3,1/248.6,1/372.8,1/745.7
マイジャグラーV,1074,"3,109",-656,10,6,1/194.3,1/310.9,1/518.2
マイジャグラーV,1075,"3,532",-221,13,9,1/160.5,1/271.7,1/392.4
マイジャグラーV,1076,"3,921","+1,774",22,8,1/130.7,1/178.2,1/490.1
マイジャグラーV,1077,"6,721",+826,29,19,1/140.0,1/231.8,1/353.7
マイジャグラーV,1078,461,-315,1,0,1/461.0,1/461.0,1/0.0
マイジャグラーV,1079,"6,811",-171,25,21,1/148.1,1/272.4,1/324.3
マイジャグラーV,1080,"2,620",-815,6,7,1/201.5,1/436.7,1/374.3
マイジャグラーV,1081,"4,310",-126,16,10,1/165.8,1/269.4,1/431.0
マイジャグラーV,1082,"1,282",-138,5,2,1/183.1,1/256.4,1/641.0
マイジャグラーV,1083,"5,197","+1,641",28,14,1/123.7,1/185.6,1/371.2
マイジャグラーV,1084,"2,229",-794,7,4,1/202.6,1/318.4,1/557.2
マイジャグラーV,1085,"2,602",-426,10,6,1/162.6,1/260.2,1/433.7
マイジャグラーV,1086,"1,765",-744,3,4,1/252.1,1/588.3,1/441.2
