機種名,台番号,G数,差枚,BB,RB,合成確率,BB確率,RB確率
マイジャグラーV,1001,"2,573",-962,7,3,1/257.3,1/367.6,1/857.7
マイジャグラーV,1002,"1,768",-579,5,3,1/221.0,1/353.6,1/589.3
マイジャグラーV,1003,"3,043","-1,194",7,6,1/234.1,1/434.7,1/507.2
マイジャグラーV,1004,"2,905",-362,9,6,1/193.7,1/322.8,1/484.2
マイジャグラーV,1005,"2,193",+21,8,8,1/137.1,1/274.1,1/274.1
マイジャグラーV,1006,861,-526,1,2,1/287.0,1/861.0,1/430.5
マイジャグラーV,1007,"6,890","+1,547",30,26,1/123.0,1/229.7,1/265.0
マイジャグラーV,1008,"7,046","+1,324",29,23,1/135.5,1/243.0,1/306.3
マイジャグラーV,1009,359,-385,0,1,1/359.0,1/0.0,1/359.0
マイジャグラーV,1010,"4,879",-500,15,15,1/162.6,1/325.3,1/325.3
マイジャグラーV,1011,"2,946","-1,041",8,6,1/210.4,1/368.2,1/491.0
マイジャグラーV,1012,"1,823",-709,5,3,1/227.9,1/364.6,1/607.7
マイジャグラーV,1013,"2,367",-232,8,5,1/182.1,1/295.9,1/473.4
マイジャグラーV,1014,"5,544",-621,14,22,1/154.0,1/396.0,1/252.0
マイジャグラーV,1015,"1,383",+50,5,5,1/138.3,1/276.6,1/276.6
マイジャグラーV,1016,493,-385,1,0,1/493.0,1/493.0,1/0.0
マイジャグラーV,1017,"5,713",+944,25,21,1/124.2,1/228.5,1/272.0
マイジャグラーV,1018,"1,716",+391,9,5,1/122.6,1/190.7,1/343.2
マイジャグラーV,1019,"3,308",-709,10,9,1/174.1,1/330.8,1/367.6
マイジャグラーV,1020,"4,668","+1,703",24,15,1/119.7,1/194.5,1/311.2
マイジャグラーV,1021,"2,465",-438,8,5,1/189.6,1/308.1,1/493.0
マイジャグラーV,1022,"4,457",-994,13,14,1/165.1,1/342.8,1/318.4
マイジャグラーV,1023,"2,114",-250,7,3,1/211.4,1/302.0,1/704.7
マイジャグラーV,1024,973,-409,2,2,1/243.2,1/486.5,1/486.5
マイジャグラーV,1025,"1,325",-303,5,2,1/189.3,1/265.0,1/662.5
マイジャグラーV,1026,"2,189",-591,6,7,1/168.4,1/364.8,1/312.7
マイジャグラーV,1027,"7,455","+1,865",37,18,1/135.5,1/201.5,1/414.2
マイジャグラーV,1028,"1,786",-415,6,2,1/223.2,1/297.7,1/893.0
マイジャグラーV,1029,"3,454","+1,665",17,17,1/101.6,1/203.2,1/203.2
マイジャグラーV,1030,839,-356,3,0,1/279.7,1/279.7,1/0.0
マイジャグラーV,1031,"4,723",+744,22,13,1/134.9,1/214.7,1/363.3
マイジャグラーV,1032,"2,502",-168,9,5,1/178.7,1/278.0,1/500.4
マイジャグラーV,1033,"7,674","+3,941",43,24,1/114.5,1/178.5,1/319.8
マイジャグラーV,1034,"1,608",+79,6,7,1/123.7,1/268.0,1/229.7
マイジャグラーV,1035,"4,777",+156,18,15,1/144.8,1/265.4,1/318.5
マイジャグラーV,1036,"3,365",+771,17,4,1/160.2,1/197.9,1/841.2
マイジャグラーV,1037,876,-779,1,0,1/876.0,1/876.0,1/0.0
マイジャグラーV,1038,"2,070",-909,5,2,1/295.7,1/414.0,1/1035.0
マイジャグラーV,1039,"2,064",-179,6,7,1/158.8,1/344.0,1/294.9
マイジャグラーV,1040,"1,092",-715,1,3,1/273.0,1/1092.0,1/364.0
マイジャグラーV,1041,"7,463","+1,700",33,27,1/124.4,1/226.2,1/276.4
マイジャグラーV,1042,"4,680","-1,253",13,12,1/187.2,1/360.0,1/390.0
マイジャグラーV,1043,"1,519",-926,2,4,1/253.2,1/759.5,1/379.8
マイジャグラーV,1044,"3,656","-1,053",12,7,1/192.4,1/304.7,1/522.3
マイジャグラーV,1045,962,-485,2,1,1/320.7,1/481.0,1/962.0
マイジャグラーV,1046,"4,309",-50,17,12,1/148.6,1/253.5,1/359.1
マイジャグラーV,1047,"2,822",-274,10,8,1/156.8,1/282.2,1/352.8
マイジャグラーV,1048,"5,256",+606,19,21,1/131.4,1/276.6,1/250.3
マイジャグラーV,1049,"6,921",-288,23,24,1/147.3,1/300.9,1/288.4
マイジャグラーV,1050,"8,124",+732,32,24,1/145.1,1/253.9,1/338.5
マイジャグラーV,1069,"4,604",-438,18,11,1/158.8,1/255.8,1/418.5
マイジャグラーV,1070,"7,279","+1,276",32,22,1/134.8,1/227.5,1/330.9
マイジャグラーV,1071,"2,581",-279,9,7,1/161.3,1/286.8,1/368.7
マイジャグラーV,1072,"4,951",-550,16,15,1/159.7,1/309.4,1/330.1
マイジャグラーV,1073,"5,999",+68,23,12,1/171.4,1/260.8,1/499.9
マイジャグラーV,1074,"1,728",+197,8,2,1/172.8,1/216.0,1/864.0
マイジャグラーV,1075,"3,896",-709,11,13,1/162.3,1/354.2,1/299.7
マイジャグラーV,1076,"1,972",-462,5,7,1/164.3,1/394.4,1/281.7
マイジャグラーV,1077,"2,444",-650,8,5,1/188.0,1/305.5,1/488.8
マイジャグラーV,1078,"6,618",+994,29,19,1/137.9,1/228.2,1/348.3
マイジャグラーV,1079,608,-738,0,0,1/0.0,1/0.0,1/0.0
マイジャグラーV,1080,"5,487",-688,16,16,1/171.5,1/342.9,1/342.9
マイジャグラーV,1081,"5,659","+1,347",27,19,1/123.0,1/209.6,1/297.8
マイジャグラーV,1082,"1,400",+332,6,5,1/127.3,1/233.3,1/280.0
マイジャグラーV,1083,"5,772",+497,24,19,1/134.2,1/240.5,1/303.8
マイジャグラーV,1084,"1,396",-274,5,2,1/199.4,1/279.2,1/698.0
マイジャグラーV,1085,"2,573","-1,888",2,7,1/285.9,1/1286.5,1/367.6
マイジャグラーV,1086,804,-497,1,1,1/402.0,1/804.0,1/804.0
マイジャグラーV,1087,"8,932",+665,30,36,1/135.3,1/297.7,1/248.1
マイジャグラーV,1088,474,-385,1,0,1/474.0,1/474.0,1/0.0
マイジャグラーV,1089,"1,680",-503,5,2,1/240.0,1/336.0,1/840.0
マイジャグラーV,1090,426,-638,0,1,1/426.0,1/0.0,1/426.0
マイジャグラーV,1091,"7,111",+656,30,18,1/148.1,1/237.0,1/395.1
マイジャグラーV,1092,"7,412",+429,27,27,1/137.3,1/274.5,1/274.5
マイジャグラーV,1093,"8,397",+462,27,37,1/131.2,1/311.0,1/226.9
マイジャグラーV,1094,455,-262,1,0,1/455.0,1/455.0,1/0.0
マイジャグラーV,1095,316,-132,1,0,1/316.0,1/316.0,1/0.0
マイジャグラーV,1096,"4,747","+1,512",21,20,1/115.8,1/226.0,1/237.3
マイジャグラーV,1097,452,-291,1,1,1/226.0,1/452.0,1/452.0
マイジャグラーV,1098,"5,978",+609,21,19,1/149.4,1/284.7,1/314.6
マイジャグラーV,1099,"2,658",-532,10,3,1/204.5,1/265.8,1/886.0
モンキーターンV,2059,"3,017",-556,29,15,1/68.6,1/104.0,1/201.1
モンキーターンV,2060,533,-326,5,1,1/88.8,1/106.6,1/533.0
モンキーターンV,2061,"2,082",-559,17,9,1/80.1,1/122.5,1/231.3
モンキーターンV,2062,666,-709,2,2,1/166.5,1/333.0,1/333.0
モンキーターンV,2063,"4,718","-1,653",48,22,1/67.4,1/98.3,1/214.5
モンキーターンV,2064,"1,186","+1,971",20,5,1/47.4,1/59.3,1/237.2
モンキーターンV,2065,"2,286","-1,465",16,7,1/99.4,1/142.9,1/326.6
モンキーターンV,2066,"1,333",+162,15,5,1/66.7,1/88.9,1/266.6
モンキーターンV,2067,"1,727",-218,18,5,1/75.1,1/95.9,1/345.4
モンキーターンV,2068,992,-509,6,3,1/110.2,1/165.3,1/330.7
モンキーターンV,2103,"2,388","-1,206",19,9,1/85.3,1/125.7,1/265.3
モンキーターンV,2104,"3,531","-1,018",31,16,1/75.1,1/113.9,1/220.7
モンキーターンV,2105,532,-574,3,1,1/133.0,1/177.3,1/532.0
モンキーターンV,2106,"2,186","+1,053",27,6,1/66.2,1/81.0,1/364.3
モンキーターンV,2107,175,+179,3,1,1/43.8,1/58.3,1/175.0
モンキーターンV,2108,787,-685,5,3,1/98.4,1/157.4,1/262.3
モンキーターンV,2109,"1,505",-712,10,5,1/100.3,1/150.5,1/301.0
モンキーターンV,2110,543,-444,3,2,1/108.6,1/181.0,1/271.5
モンキーターンV,2111,"1,269",-338,14,4,1/70.5,1/90.6,1/317.2
モンキーターンV,2112,"2,589",+288,18,8,1/99.6,1/143.8,1/323.6
モンキーターンV,2113,"1,897",-206,16,5,1/90.3,1/118.6,1/379.4
モンキーターンV,2114,"1,411",-656,14,5,1/74.3,1/100.8,1/282.2
モンキーターンV,2115,583,-832,1,1,1/291.5,1/583.0,1/583.0
モンキーターンV,2116,"1,263",-538,8,4,1/105.2,1/157.9,1/315.8
モンキーターンV,2117,"4,033","-2,779",30,13,1/93.8,1/134.4,1/310.2
